invoice_code,customer_code,employee_code,timestamp,total_amount,payment_method
HDIP02228,KH00300,NV0021,2026-03-18 01:33:40.057836,20925518,Chuyển khoản
HDIP02229,KH00069,NV0016,2026-03-18 08:47:40.057836,4999769,Chuyển khoản
HDIP02230,KH00633,NV0017,2026-03-18 03:46:40.057836,4081146,Thẻ
HDIP02231,KH00687,NV0014,2026-03-18 04:11:40.057836,7106543,Tiền mặt
HDIP02232,KH00203,NV0006,2026-03-17 22:19:40.057836,7933817,Chuyển khoản
HDIP02233,KH00769,NV0042,2026-03-17 23:07:40.057836,11804645,Thẻ
HDIP02234,KH00331,NV0031,2026-03-18 04:56:40.057836,88062,Chuyển khoản
HDIP02235,KH00937,NV0048,2026-03-18 00:08:40.057836,6669016,Chuyển khoản
HDIP02236,KH00066,NV0016,2026-03-17 22:37:40.057836,6465506,Tiền mặt
HDIP02237,KH00594,NV0025,2026-03-18 10:02:40.057836,3684822,Chuyển khoản
HDIP02238,KH00133,NV0039,2026-03-18 06:17:40.057836,1300950,Tiền mặt
HDIP02239,KH00810,NV0014,2026-03-18 00:07:40.057836,17132224,Chuyển khoản
HDIP02240,KH00978,NV0033,2026-03-18 07:27:40.057836,11379659,Chuyển khoản
HDIP02241,KH00195,NV0028,2026-03-18 08:29:40.057836,3700270,Thẻ
HDIP02242,KH00373,NV0023,2026-03-18 06:05:40.057836,1911780,Tiền mặt
HDIP02243,KH00699,NV0003,2026-03-18 05:27:40.057836,1769912,Chuyển khoản
HDIP02244,KH00630,NV0022,2026-03-18 08:34:40.057836,2049624,Chuyển khoản
HDIP02245,KH00604,NV0014,2026-03-18 02:57:40.057836,7103710,Tiền mặt
HDIP02246,KH00111,NV0022,2026-03-18 07:28:40.057836,6792672,Chuyển khoản
HDIP02247,KH00722,NV0002,2026-03-17 23:50:40.057836,4430855,Tiền mặt
HDIP02248,KH00358,NV0044,2026-03-18 02:01:40.057836,8870261,Chuyển khoản
HDIP02249,KH00554,NV0033,2026-03-18 10:36:40.057836,17623870,Tiền mặt
HDIP02250,KH00956,NV0027,2026-03-17 23:19:40.057836,7059304,Thẻ
HDIP02251,KH00566,NV0036,2026-03-18 04:01:40.057836,4590712,Tiền mặt
HDIP02252,KH00224,NV0041,2026-03-18 04:01:40.057836,4114830,Chuyển khoản
HDIP02253,KH00752,NV0016,2026-03-18 01:16:40.057836,4255131,Tiền mặt
HDIP02254,KH00856,NV0010,2026-03-18 00:38:40.057836,6737904,Chuyển khoản
HDIP02255,KH00810,NV0007,2026-03-17 22:21:40.057836,3730124,Thẻ
HDIP02256,KH00475,NV0010,2026-03-18 06:08:40.057836,4957020,Tiền mặt
HDIP02257,KH00553,NV0038,2026-03-17 22:13:40.057836,4584338,Tiền mặt
HDIP02258,KH00323,NV0004,2026-03-18 01:48:40.057836,15546701,Chuyển khoản
HDIP02259,KH00403,NV0022,2026-03-18 08:33:40.057836,7064991,Tiền mặt
HDIP02260,KH00595,NV0035,2026-03-18 10:33:40.057836,19079570,Thẻ
HDIP02261,KH00125,NV0047,2026-03-18 00:35:40.057836,6472781,Tiền mặt
HDIP02262,KH00505,NV0037,2026-03-18 09:38:40.057836,3516209,Chuyển khoản
HDIP02263,KH00400,NV0002,2026-03-18 03:32:40.057836,1039880,Chuyển khoản
HDIP02264,KH00787,NV0028,2026-03-17 23:18:40.057836,2048988,Thẻ
HDIP02265,KH00781,NV0034,2026-03-18 10:27:40.057836,2078436,Tiền mặt
HDIP02266,KH00190,NV0011,2026-03-18 00:12:40.057836,2099838,Chuyển khoản
HDIP02267,KH00850,NV0020,2026-03-18 00:57:40.057836,9949352,Thẻ
HDIP02268,KH00903,NV0040,2026-03-18 00:52:40.057836,10555218,Thẻ
HDIP02269,KH00491,NV0037,2026-03-18 04:56:40.057836,10310802,Tiền mặt
HDIP02270,KH00034,NV0021,2026-03-18 01:32:40.057836,2605913,Thẻ
HDIP02271,KH00515,NV0012,2026-03-18 08:06:40.057836,743917,Tiền mặt
HDIP02272,KH00488,NV0004,2026-03-17 22:12:40.057836,1926250,Thẻ
HDIP02273,KH00217,NV0018,2026-03-18 02:52:40.057836,9926766,Tiền mặt
HDIP02274,KH00899,NV0015,2026-03-18 06:25:40.057836,3351088,Thẻ
HDIP02275,KH00012,NV0029,2026-03-18 07:24:40.057836,1532229,Tiền mặt
HDIP02276,KH00305,NV0040,2026-03-18 04:54:40.057836,8103233,Thẻ
HDIP02277,KH00971,NV0043,2026-03-18 07:32:40.057836,7224009,Tiền mặt
HDIP02278,KH00389,NV0003,2026-03-19 02:25:40.057836,5303026,Thẻ
HDIP02279,KH00695,NV0017,2026-03-18 22:13:40.057836,7669178,Tiền mặt
HDIP02280,KH00354,NV0042,2026-03-19 07:42:40.057836,11522506,Tiền mặt
HDIP02281,KH00028,NV0017,2026-03-19 07:37:40.057836,1411498,Tiền mặt
HDIP02282,KH00414,NV0007,2026-03-19 07:31:40.057836,17504776,Tiền mặt
HDIP02283,KH00512,NV0043,2026-03-19 02:38:40.057836,759819,Thẻ
HDIP02284,KH00279,NV0002,2026-03-19 10:42:40.057836,2774718,Chuyển khoản
HDIP02285,KH00863,NV0005,2026-03-19 09:49:40.057836,9463464,Thẻ
HDIP02286,KH00141,NV0009,2026-03-18 23:43:40.057836,7729453,Thẻ
HDIP02287,KH00239,NV0030,2026-03-19 05:14:40.057836,13565633,Chuyển khoản
HDIP02288,KH00454,NV0012,2026-03-19 02:16:40.057836,2109873,Chuyển khoản
HDIP02289,KH00086,NV0015,2026-03-19 08:13:40.057836,9170284,Tiền mặt
HDIP02290,KH00973,NV0026,2026-03-19 05:12:40.057836,5628702,Tiền mặt
HDIP02291,KH00121,NV0011,2026-03-18 22:39:40.057836,11121913,Thẻ
HDIP02292,KH00271,NV0004,2026-03-19 05:11:40.057836,2635689,Chuyển khoản
HDIP02293,KH00294,NV0048,2026-03-19 10:49:40.057836,3761600,Thẻ
HDIP02294,KH00613,NV0028,2026-03-19 08:25:40.057836,7615729,Thẻ
HDIP02295,KH00029,NV0030,2026-03-19 05:17:40.057836,5275690,Chuyển khoản
HDIP02296,KH00103,NV0011,2026-03-18 22:50:40.057836,9030326,Chuyển khoản
HDIP02297,KH00954,NV0013,2026-03-19 02:07:40.057836,7380134,Tiền mặt
HDIP02298,KH00970,NV0015,2026-03-19 01:42:40.057836,4178672,Tiền mặt
HDIP02299,KH00923,NV0027,2026-03-19 08:21:40.057836,10204272,Chuyển khoản
HDIP02300,KH00721,NV0009,2026-03-19 00:04:40.057836,7650664,Tiền mặt
HDIP02301,KH00036,NV0026,2026-03-19 00:01:40.057836,1329840,Thẻ
HDIP02302,KH00429,NV0023,2026-03-19 08:23:40.057836,6350291,Tiền mặt
HDIP02303,KH00524,NV0017,2026-03-19 07:25:40.057836,13459377,Chuyển khoản
HDIP02304,KH00888,NV0029,2026-03-19 09:04:40.057836,6681670,Tiền mặt
HDIP02305,KH00373,NV0016,2026-03-19 04:10:40.057836,10595409,Chuyển khoản
HDIP02306,KH00543,NV0030,2026-03-19 04:09:40.057836,1504574,Thẻ
HDIP02307,KH00995,NV0048,2026-03-19 05:10:40.057836,11762056,Thẻ
HDIP02308,KH00496,NV0005,2026-03-18 22:31:40.057836,13300776,Chuyển khoản
HDIP02309,KH00491,NV0033,2026-03-19 02:15:40.057836,9184426,Thẻ
HDIP02310,KH00852,NV0021,2026-03-19 04:00:40.057836,15155647,Tiền mặt
HDIP02311,KH00992,NV0027,2026-03-19 07:03:40.057836,15305147,Chuyển khoản
HDIP02312,KH00755,NV0041,2026-03-18 22:17:40.057836,4987420,Chuyển khoản
HDIP02313,KH00237,NV0038,2026-03-19 01:42:40.057836,8280477,Thẻ
HDIP02314,KH00426,NV0042,2026-03-19 09:41:40.057836,652432,Tiền mặt
HDIP02315,KH00418,NV0021,2026-03-19 00:37:40.057836,3838260,Chuyển khoản
HDIP02316,KH00514,NV0037,2026-03-19 06:24:40.057836,4971630,Thẻ
HDIP02317,KH00272,NV0042,2026-03-19 01:14:40.057836,3624852,Tiền mặt
HDIP02318,KH00035,NV0005,2026-03-19 07:45:40.057836,7483598,Chuyển khoản
HDIP02319,KH00550,NV0015,2026-03-19 10:57:40.057836,15865121,Chuyển khoản
HDIP02320,KH00722,NV0012,2026-03-19 06:03:40.057836,807841,Tiền mặt
HDIP02321,KH00883,NV0044,2026-03-19 06:59:40.057836,5184821,Tiền mặt
HDIP02322,KH00198,NV0022,2026-03-19 00:07:40.057836,1907180,Chuyển khoản
HDIP02323,KH00848,NV0048,2026-03-19 03:21:40.057836,4107842,Thẻ
HDIP02324,KH00899,NV0043,2026-03-19 06:52:40.057836,2575038,Thẻ
HDIP02325,KH00236,NV0032,2026-03-19 07:31:40.057836,3203742,Chuyển khoản
HDIP02326,KH00746,NV0020,2026-03-19 00:03:40.057836,4588375,Tiền mặt
HDIP02327,KH00397,NV0015,2026-03-19 01:55:40.057836,2751610,Tiền mặt
HDIP02328,KH00852,NV0007,2026-03-19 01:15:40.057836,21571322,Chuyển khoản
HDIP02329,KH00177,NV0031,2026-03-19 10:43:40.057836,612471,Chuyển khoản
HDIP02330,KH00703,NV0018,2026-03-19 02:15:40.057836,7415864,Tiền mặt
HDIP02331,KH00263,NV0002,2026-03-19 07:59:40.057836,5036752,Thẻ
HDIP02332,KH00585,NV0025,2026-03-19 00:57:40.057836,1074845,Chuyển khoản
HDIP02333,KH00829,NV0038,2026-03-19 02:24:40.057836,950494,Tiền mặt
HDIP02334,KH00925,NV0002,2026-03-19 08:47:40.057836,816654,Thẻ
HDIP02335,KH00888,NV0005,2026-03-19 05:12:40.057836,10284922,Tiền mặt
HDIP02336,KH00592,NV0042,2026-03-19 10:26:40.057836,1440747,Tiền mặt
HDIP02337,KH00911,NV0025,2026-03-19 11:03:40.057836,11158774,Chuyển khoản
HDIP02338,KH00831,NV0012,2026-03-19 01:05:40.057836,7168621,Tiền mặt
HDIP02339,KH00308,NV0015,2026-03-19 01:48:40.057836,4628223,Thẻ
HDIP02340,KH00518,NV0042,2026-03-19 04:07:40.057836,6505304,Thẻ
HDIP02341,KH00077,NV0036,2026-03-19 06:19:40.057836,637926,Chuyển khoản
HDIP02342,KH00920,NV0026,2026-03-19 05:11:40.057836,6492554,Chuyển khoản
HDIP02343,KH00628,NV0007,2026-03-19 02:53:40.057836,6377100,Thẻ
HDIP02344,KH00617,NV0026,2026-03-19 04:32:40.057836,2158114,Chuyển khoản
HDIP02345,KH00136,NV0028,2026-03-19 06:25:40.057836,10382377,Tiền mặt
HDIP02346,KH00756,NV0015,2026-03-20 06:07:40.057836,13652071,Chuyển khoản
HDIP02347,KH00550,NV0011,2026-03-20 10:30:40.057836,13236986,Chuyển khoản
HDIP02348,KH00045,NV0048,2026-03-20 08:11:40.057836,7000556,Thẻ
HDIP02349,KH00804,NV0038,2026-03-20 05:42:40.057836,5937281,Thẻ
HDIP02350,KH00418,NV0025,2026-03-19 22:11:40.057836,13046005,Chuyển khoản
HDIP02351,KH00742,NV0038,2026-03-20 05:07:40.057836,1192071,Chuyển khoản
HDIP02352,KH00836,NV0015,2026-03-20 05:49:40.057836,3995400,Tiền mặt
HDIP02353,KH00044,NV0002,2026-03-20 08:24:40.057836,3822230,Thẻ
HDIP02354,KH00010,NV0049,2026-03-20 10:24:40.057836,8591634,Chuyển khoản
HDIP02355,KH00548,NV0027,2026-03-19 23:54:40.057836,19982951,Thẻ
HDIP02356,KH00012,NV0047,2026-03-20 10:51:40.057836,13526071,Tiền mặt
HDIP02357,KH00704,NV0040,2026-03-20 05:56:40.057836,5951212,Thẻ
HDIP02358,KH00445,NV0026,2026-03-20 05:29:40.057836,1349577,Tiền mặt
HDIP02359,KH00606,NV0007,2026-03-20 09:25:40.057836,4175004,Chuyển khoản
HDIP02360,KH00633,NV0031,2026-03-20 02:17:40.057836,7223525,Thẻ
HDIP02361,KH00422,NV0006,2026-03-20 07:13:40.057836,10248880,Tiền mặt
HDIP02362,KH00077,NV0024,2026-03-20 03:21:40.057836,11615576,Chuyển khoản
HDIP02363,KH00303,NV0002,2026-03-20 02:21:40.057836,2099209,Thẻ
HDIP02364,KH00740,NV0031,2026-03-20 02:01:40.057836,10148792,Tiền mặt
HDIP02365,KH00983,NV0038,2026-03-19 23:20:40.057836,2224990,Chuyển khoản
HDIP02366,KH00600,NV0006,2026-03-20 02:24:40.057836,6543552,Chuyển khoản
HDIP02367,KH00084,NV0006,2026-03-20 07:05:40.057836,4279088,Chuyển khoản
HDIP02368,KH00614,NV0034,2026-03-20 02:24:40.057836,7011451,Tiền mặt
HDIP02369,KH00255,NV0028,2026-03-20 01:54:40.057836,6527624,Thẻ
HDIP02370,KH00693,NV0034,2026-03-20 08:48:40.057836,974755,Chuyển khoản
HDIP02371,KH00762,NV0034,2026-03-20 04:52:40.057836,2221985,Thẻ
HDIP02372,KH00412,NV0028,2026-03-20 04:59:40.057836,12589515,Tiền mặt
HDIP02373,KH00351,NV0011,2026-03-20 02:50:40.057836,3325764,Thẻ
HDIP02374,KH00200,NV0033,2026-03-20 01:10:40.057836,16445647,Thẻ
HDIP02375,KH00993,NV0034,2026-03-20 05:09:40.057836,5105244,Chuyển khoản
HDIP02376,KH00173,NV0034,2026-03-20 02:41:40.057836,13230654,Chuyển khoản
HDIP02377,KH00321,NV0024,2026-03-20 00:25:40.057836,6695954,Thẻ
HDIP02378,KH00960,NV0048,2026-03-20 09:47:40.057836,5725771,Chuyển khoản
HDIP02379,KH00954,NV0014,2026-03-20 03:43:40.057836,1629943,Thẻ
HDIP02380,KH00326,NV0024,2026-03-19 22:42:40.057836,10340208,Tiền mặt
HDIP02381,KH00821,NV0024,2026-03-20 00:48:40.057836,7133447,Chuyển khoản
HDIP02382,KH00703,NV0013,2026-03-20 00:19:40.057836,5312131,Chuyển khoản
HDIP02383,KH00104,NV0007,2026-03-19 23:58:40.057836,745615,Tiền mặt
HDIP02384,KH00367,NV0009,2026-03-20 03:19:40.057836,3040510,Tiền mặt
HDIP02385,KH00175,NV0018,2026-03-19 22:11:40.057836,1144946,Tiền mặt
HDIP02386,KH00805,NV0024,2026-03-20 02:35:40.057836,10480659,Thẻ
HDIP02387,KH00927,NV0039,2026-03-19 23:57:40.057836,2105859,Tiền mặt
HDIP02388,KH00642,NV0008,2026-03-20 04:55:40.057836,7111610,Chuyển khoản
HDIP02389,KH00348,NV0040,2026-03-20 04:08:40.057836,5442767,Tiền mặt
HDIP02390,KH00308,NV0039,2026-03-20 00:35:40.057836,4917209,Thẻ
HDIP02391,KH00207,NV0003,2026-03-20 06:40:40.057836,4334442,Thẻ
HDIP02392,KH00734,NV0047,2026-03-20 06:30:40.057836,13792837,Chuyển khoản
HDIP02393,KH00895,NV0033,2026-03-20 00:53:40.057836,5508467,Chuyển khoản
HDIP02394,KH00524,NV0029,2026-03-20 05:24:40.057836,3481821,Chuyển khoản
HDIP02395,KH00343,NV0047,2026-03-20 02:20:40.057836,646760,Tiền mặt
HDIP02396,KH00163,NV0048,2026-03-20 06:32:40.057836,226176,Tiền mặt
HDIP02397,KH00763,NV0047,2026-03-20 02:04:40.057836,13417177,Tiền mặt
HDIP02398,KH00275,NV0019,2026-03-20 05:52:40.057836,10338778,Thẻ
HDIP02399,KH00983,NV0030,2026-03-20 04:59:40.057836,11304604,Tiền mặt
HDIP02400,KH00001,NV0006,2026-03-20 10:10:40.057836,11857531,Thẻ
HDIP02401,KH00065,NV0014,2026-03-20 01:39:40.057836,4523572,Thẻ
HDIP02402,KH00981,NV0039,2026-03-21 10:16:40.057836,4934657,Tiền mặt
HDIP02403,KH00075,NV0003,2026-03-21 07:53:40.057836,11347540,Tiền mặt
HDIP02404,KH00798,NV0002,2026-03-21 02:34:40.057836,5027344,Thẻ
HDIP02405,KH00424,NV0041,2026-03-21 05:10:40.057836,12817517,Chuyển khoản
HDIP02406,KH00534,NV0038,2026-03-21 10:28:40.057836,15709203,Thẻ
HDIP02407,KH00768,NV0014,2026-03-21 06:36:40.057836,1766190,Thẻ
HDIP02408,KH00731,NV0024,2026-03-21 08:49:40.057836,2993230,Chuyển khoản
HDIP02409,KH00657,NV0048,2026-03-21 10:01:40.057836,6645008,Tiền mặt
HDIP02410,KH00458,NV0019,2026-03-20 22:45:40.057836,9961758,Tiền mặt
HDIP02411,KH00054,NV0006,2026-03-20 23:29:40.057836,16104074,Thẻ
HDIP02412,KH00926,NV0002,2026-03-21 05:09:40.057836,5384301,Tiền mặt
HDIP02413,KH00311,NV0043,2026-03-21 08:49:40.057836,9477603,Tiền mặt
HDIP02414,KH00621,NV0028,2026-03-21 07:53:40.057836,4658025,Chuyển khoản
HDIP02415,KH00712,NV0012,2026-03-21 00:35:40.057836,6049834,Tiền mặt
HDIP02416,KH00294,NV0025,2026-03-21 02:17:40.057836,991812,Tiền mặt
HDIP02417,KH00610,NV0006,2026-03-21 09:19:40.057836,2317910,Tiền mặt
HDIP02418,KH00701,NV0031,2026-03-21 03:42:40.057836,2559936,Chuyển khoản
HDIP02419,KH00075,NV0020,2026-03-21 08:59:40.057836,4148792,Thẻ
HDIP02420,KH00355,NV0050,2026-03-21 09:28:40.057836,477741,Chuyển khoản
HDIP02421,KH00954,NV0040,2026-03-20 23:48:40.057836,9529759,Tiền mặt
HDIP02422,KH00902,NV0035,2026-03-21 00:55:40.057836,11923953,Tiền mặt
HDIP02423,KH00738,NV0005,2026-03-21 05:23:40.057836,14349925,Tiền mặt
HDIP02424,KH00776,NV0036,2026-03-21 08:17:40.057836,10175019,Tiền mặt
HDIP02425,KH00308,NV0018,2026-03-20 23:56:40.057836,26881722,Tiền mặt
HDIP02426,KH00273,NV0011,2026-03-20 22:31:40.057836,909895,Chuyển khoản
HDIP02427,KH00594,NV0040,2026-03-21 02:54:40.057836,5562493,Thẻ
HDIP02428,KH00859,NV0014,2026-03-21 03:52:40.057836,7635826,Thẻ
HDIP02429,KH00036,NV0027,2026-03-21 02:38:40.057836,6716391,Chuyển khoản
HDIP02430,KH00168,NV0011,2026-03-21 05:23:40.057836,9888977,Chuyển khoản
HDIP02431,KH00651,NV0010,2026-03-21 05:33:40.057836,8778529,Thẻ
HDIP02432,KH00529,NV0008,2026-03-20 22:51:40.057836,877693,Chuyển khoản
HDIP02433,KH00127,NV0002,2026-03-21 03:10:40.057836,11673688,Tiền mặt
HDIP02434,KH00017,NV0023,2026-03-21 03:49:40.057836,4059091,Chuyển khoản
HDIP02435,KH00965,NV0010,2026-03-21 02:37:40.057836,7314370,Tiền mặt
HDIP02436,KH00849,NV0016,2026-03-21 01:23:40.057836,373163,Tiền mặt
HDIP02437,KH00584,NV0045,2026-03-21 04:24:40.057836,2259162,Chuyển khoản
HDIP02438,KH00459,NV0006,2026-03-21 08:06:40.057836,4347009,Thẻ
HDIP02439,KH00996,NV0030,2026-03-21 09:12:40.057836,5096338,Chuyển khoản
HDIP02440,KH00603,NV0049,2026-03-21 08:24:40.057836,1689276,Tiền mặt
HDIP02441,KH00964,NV0012,2026-03-21 03:38:40.057836,3201270,Tiền mặt
HDIP02442,KH00881,NV0025,2026-03-21 00:50:40.057836,11230029,Tiền mặt
HDIP02443,KH00421,NV0045,2026-03-20 23:35:40.057836,3951294,Tiền mặt
HDIP02444,KH00586,NV0030,2026-03-21 08:11:40.057836,8242687,Chuyển khoản
HDIP02445,KH00963,NV0040,2026-03-21 04:30:40.057836,7755652,Tiền mặt
HDIP02446,KH00375,NV0043,2026-03-21 09:37:40.057836,14358493,Chuyển khoản
HDIP02447,KH00722,NV0015,2026-03-21 02:27:40.057836,6474689,Thẻ
HDIP02448,KH00339,NV0010,2026-03-21 05:42:40.057836,4269809,Tiền mặt
HDIP02449,KH00022,NV0030,2026-03-21 05:00:40.057836,5660864,Thẻ
HDIP02450,KH00488,NV0014,2026-03-21 01:53:40.057836,5945771,Tiền mặt
HDIP02451,KH00902,NV0014,2026-03-21 05:04:40.057836,16990478,Thẻ
HDIP02452,KH00452,NV0008,2026-03-21 00:42:40.057836,9756621,Tiền mặt
HDIP02453,KH00404,NV0049,2026-03-20 23:14:40.057836,4480506,Thẻ
HDIP02454,KH00917,NV0032,2026-03-21 01:13:40.057836,7560712,Tiền mặt
HDIP02455,KH00723,NV0009,2026-03-21 02:20:40.057836,5588256,Thẻ
HDIP02456,KH00226,NV0034,2026-03-21 09:54:40.057836,2822451,Chuyển khoản
HDIP02457,KH00944,NV0024,2026-03-21 00:24:40.057836,1891530,Thẻ
HDIP02458,KH00238,NV0020,2026-03-21 01:27:40.057836,7091968,Tiền mặt
HDIP02459,KH00908,NV0038,2026-03-21 00:59:40.057836,10624528,Chuyển khoản
HDIP02460,KH00295,NV0031,2026-03-21 10:06:40.057836,15171793,Chuyển khoản
HDIP02461,KH00579,NV0018,2026-03-21 07:43:40.057836,808884,Chuyển khoản
HDIP02462,KH00636,NV0029,2026-03-21 02:05:40.057836,2144261,Chuyển khoản
HDIP02463,KH00672,NV0043,2026-03-21 08:35:40.057836,9973590,Thẻ
HDIP02464,KH00546,NV0019,2026-03-21 00:44:40.057836,579872,Tiền mặt
HDIP02465,KH00156,NV0003,2026-03-20 23:49:40.057836,9777590,Tiền mặt
HDIP02466,KH00097,NV0002,2026-03-21 05:42:40.057836,6927894,Chuyển khoản
HDIP02467,KH00140,NV0027,2026-03-21 03:18:40.057836,8010593,Chuyển khoản
HDIP02468,KH00097,NV0035,2026-03-20 23:45:40.057836,5591584,Thẻ
HDIP02469,KH00788,NV0026,2026-03-21 01:09:40.057836,1959836,Thẻ
HDIP02470,KH00727,NV0044,2026-03-21 09:27:40.057836,15032974,Thẻ
HDIP02471,KH00790,NV0048,2026-03-21 06:22:40.057836,3310531,Chuyển khoản
HDIP02472,KH00323,NV0026,2026-03-21 06:26:40.057836,16164192,Chuyển khoản
HDIP02473,KH00679,NV0033,2026-03-21 07:44:40.057836,4344651,Chuyển khoản
HDIP02474,KH00715,NV0012,2026-03-21 09:30:40.057836,736938,Thẻ
HDIP02475,KH00929,NV0020,2026-03-21 02:24:40.057836,7411183,Thẻ
HDIP02476,KH00771,NV0030,2026-03-21 07:00:40.057836,8252419,Tiền mặt
HDIP02477,KH00770,NV0030,2026-03-21 09:28:40.057836,16951512,Tiền mặt
HDIP02478,KH00174,NV0020,2026-03-21 00:07:40.057836,8189604,Tiền mặt
HDIP02479,KH00427,NV0026,2026-03-21 05:46:40.057836,1769912,Tiền mặt
HDIP02480,KH00660,NV0046,2026-03-21 08:15:40.057836,18187226,Thẻ
HDIP02481,KH00682,NV0043,2026-03-21 06:32:40.057836,11035490,Tiền mặt
HDIP02482,KH00809,NV0035,2026-03-20 22:16:40.057836,10645555,Tiền mặt
HDIP02483,KH00646,NV0004,2026-03-21 02:19:40.057836,826186,Chuyển khoản
HDIP02484,KH00679,NV0012,2026-03-21 07:00:40.057836,7334848,Tiền mặt
HDIP02485,KH00494,NV0037,2026-03-21 08:24:40.057836,2214960,Tiền mặt
HDIP02486,KH00266,NV0006,2026-03-21 04:52:40.057836,2227390,Tiền mặt
HDIP02487,KH00447,NV0045,2026-03-21 00:44:40.057836,831342,Thẻ
HDIP02488,KH00033,NV0023,2026-03-21 07:33:40.057836,4551156,Tiền mặt
HDIP02489,KH00582,NV0033,2026-03-21 01:16:40.057836,17057441,Chuyển khoản
HDIP02490,KH00690,NV0019,2026-03-21 06:22:40.057836,12863631,Tiền mặt
HDIP02491,KH00094,NV0045,2026-03-21 03:51:40.057836,7805106,Chuyển khoản
HDIP02492,KH00302,NV0005,2026-03-21 01:36:40.057836,6394430,Tiền mặt
HDIP02493,KH00459,NV0018,2026-03-22 06:41:40.057836,1510410,Tiền mặt
HDIP02494,KH00233,NV0040,2026-03-21 23:28:40.057836,7634667,Chuyển khoản
HDIP02495,KH00073,NV0025,2026-03-22 10:44:40.057836,6175572,Tiền mặt
HDIP02496,KH00310,NV0011,2026-03-22 10:02:40.057836,8985035,Tiền mặt
HDIP02497,KH00667,NV0015,2026-03-22 00:39:40.057836,5971010,Chuyển khoản
HDIP02498,KH00084,NV0048,2026-03-22 04:29:40.057836,10229342,Thẻ
HDIP02499,KH00196,NV0041,2026-03-22 11:10:40.057836,3675408,Tiền mặt
HDIP02500,KH00607,NV0007,2026-03-22 03:56:40.057836,4082904,Thẻ
HDIP02501,KH00038,NV0002,2026-03-22 05:47:40.057836,591070,Thẻ
HDIP02502,KH00695,NV0027,2026-03-22 00:39:40.057836,12265429,Thẻ
HDIP02503,KH00138,NV0023,2026-03-21 22:25:40.057836,13135644,Chuyển khoản
HDIP02504,KH00298,NV0009,2026-03-22 09:19:40.057836,5981216,Thẻ
HDIP02505,KH00431,NV0049,2026-03-22 00:42:40.057836,3455354,Thẻ
HDIP02506,KH00432,NV0008,2026-03-22 04:22:40.057836,8327479,Thẻ
HDIP02507,KH00553,NV0012,2026-03-22 07:31:40.057836,6893282,Tiền mặt
HDIP02508,KH00106,NV0039,2026-03-22 07:21:40.057836,9344843,Chuyển khoản
HDIP02509,KH00392,NV0018,2026-03-22 05:36:40.057836,5167824,Chuyển khoản
HDIP02510,KH00538,NV0034,2026-03-21 23:00:40.057836,9304046,Tiền mặt
HDIP02511,KH00930,NV0014,2026-03-21 23:24:40.057836,1920016,Tiền mặt
HDIP02512,KH00061,NV0044,2026-03-21 22:28:40.057836,5714573,Thẻ
HDIP02513,KH00241,NV0021,2026-03-22 10:55:40.057836,6916365,Tiền mặt
HDIP02514,KH00238,NV0005,2026-03-22 06:41:40.057836,9184221,Tiền mặt
HDIP02515,KH00414,NV0039,2026-03-22 01:15:40.057836,9966516,Thẻ
HDIP02516,KH00150,NV0025,2026-03-21 23:18:40.057836,10813930,Thẻ
HDIP02517,KH00850,NV0008,2026-03-22 08:08:40.057836,6431358,Chuyển khoản
HDIP02518,KH00122,NV0014,2026-03-22 11:02:40.057836,10781089,Tiền mặt
HDIP02519,KH00415,NV0029,2026-03-22 02:53:40.057836,16502072,Chuyển khoản
HDIP02520,KH00124,NV0007,2026-03-22 07:42:40.057836,7583554,Tiền mặt
HDIP02521,KH00653,NV0029,2026-03-22 07:34:40.057836,2112783,Chuyển khoản
HDIP02522,KH00874,NV0029,2026-03-22 05:09:40.057836,5691390,Chuyển khoản
HDIP02523,KH00048,NV0026,2026-03-22 10:46:40.057836,11839626,Chuyển khoản
HDIP02524,KH00009,NV0023,2026-03-22 05:53:40.057836,1912533,Tiền mặt
HDIP02525,KH00277,NV0049,2026-03-22 03:32:40.057836,3658860,Thẻ
HDIP02526,KH00605,NV0043,2026-03-22 07:29:40.057836,6349663,Tiền mặt
HDIP02527,KH00350,NV0009,2026-03-22 08:41:40.057836,5228837,Thẻ
HDIP02528,KH00513,NV0006,2026-03-22 02:44:40.057836,9365068,Chuyển khoản
HDIP02529,KH00292,NV0034,2026-03-22 02:51:40.057836,4303313,Tiền mặt
HDIP02530,KH00771,NV0015,2026-03-22 00:04:40.057836,9838364,Chuyển khoản
HDIP02531,KH00358,NV0050,2026-03-22 02:54:40.057836,3315822,Thẻ
HDIP02532,KH00882,NV0012,2026-03-22 03:26:40.057836,946565,Tiền mặt
HDIP02533,KH00118,NV0047,2026-03-22 01:55:40.057836,8457800,Chuyển khoản
HDIP02534,KH00600,NV0013,2026-03-22 00:09:40.057836,3346400,Thẻ
HDIP02535,KH00515,NV0023,2026-03-22 01:07:40.057836,1986611,Chuyển khoản
HDIP02536,KH00118,NV0011,2026-03-22 08:35:40.057836,4995868,Tiền mặt
HDIP02537,KH00517,NV0001,2026-03-22 01:16:40.057836,2424048,Tiền mặt
HDIP02538,KH00126,NV0029,2026-03-22 02:29:40.057836,13523522,Chuyển khoản
HDIP02539,KH00853,NV0042,2026-03-22 10:30:40.057836,5565915,Chuyển khoản
